current,query,next,video_id,sequence_id
Q36,出ません,end_108,108,0
Q36,出ないと思う,end_108,108,0
Q36,出ない,end_108,108,0
Q36,分かりません,end_108,108,0
Q36,分からない,end_108,108,0
Q36,分からん,end_108,108,0
Q37,はい,end_106,106,0
Q37,そうですね,end_106,106,0
Q37,うん,end_106,106,0
Q37,そうです,end_106,106,0
Q37,あります,end_106,106,0
Q37,します,end_106,106,0
Q37,出ます,end_106,106,0
Q37,吐きます,end_106,106,0
Q37,吐いた,end_106,106,0
Q37,吐きました,end_106,106,0
Q37,いいえ,Q38,18,0
Q37,家,Q38,18,0
Q37,それはないです,Q38,18,0
Q37,それはない,Q38,18,0
Q37,ありません,Q38,18,0
Q37,ないです,Q38,18,0
Q37,出ません,Q38,18,0
Q37,吐きません,Q38,18,0
Q37,吐かない,Q38,18,0
Q37,吐かないです,Q38,18,0
Q37,しません,Q38,18,0
Q37,大丈夫です,Q38,18,0
Q37,平気です,Q38,18,0
Q38,はい,Q39,32,0
Q38,そうですね,Q39,32,0
Q38,うん,Q39,32,0
Q38,そうです,Q39,32,0
Q38,痛いです,Q39,32,0
Q38,痛みます,Q39,32,0
Q38,いいえ,end_106,106,0
Q38,家,end_106,106,0
Q38,それはないです,end_106,106,0
Q38,それはない,end_106,106,0
Q38,ないです,end_106,106,0
Q38,痛くないです,end_106,106,0
Q38,痛みません,end_106,106,0
Q38,大丈夫です,end_106,106,0
Q38,平気です,end_106,106,0
Q39,はい,end_108,108,0
Q39,そうですね,end_108,108,0
Q39,うん,end_108,108,0
Q39,そうですね,end_108,108,0
Q39,あります,end_108,108,0
Q39,あるかも,end_108,108,0
Q39,熱は出てます,end_108,108,0
Q39,熱はあります,end_108,108,0
Q39,発熱してます,end_108,108,0
Q39,熱っぽいです,end_108,108,0
Q39,いいえ,end_107,107,0
Q39,家,end_107,107,0
Q39,それはないです,end_107,107,0
Q39,それはない,end_107,107,0
Q39,ありません,end_107,107,0
Q39,ないです,end_107,107,0
Q39,熱はない,end_107,107,0
Q39,熱は出てない,end_107,107,0
Q39,熱は出ていない,end_107,107,0
Q39,発熱はない,end_107,107,0
Q39,発熱はしていない,end_107,107,0
Q39,平熱です,end_107,107,0
Q39,大丈夫です,end_107,107,0
Q39,平気です,end_107,107,0
Q1_exp,頭が痛い,Q2,103,0
Q1_exp,頭痛がする,Q2,103,0
Q1_exp,こめかみが痛い,Q2,103,0
Q1_exp,後頭部が痛い,Q2,103,0
Q1_exp,頭部が痛い,Q2,103,0
Q1_exp,頭がズキズキする,Q2,103,0
Q1_exp,こめかみがズキズキする,Q2,103,0
Q1_exp,頭に違和感がある,Q2,103,0
Q1_exp,頭がいてえ,Q2,103,0
Q1_exp,こめかみがいてえ,Q2,103,0
Q1_exp,お腹が痛い,Q9,21,0
Q1_exp,腹が痛い,Q9,21,0
Q1_exp,腹痛がする,Q9,21,0
Q1_exp,はらが痛い,Q9,21,0
Q1_exp,腹部が痛い,Q9,21,0
Q1_exp,横っ腹が痛い,Q9,21,0
Q1_exp,胃が痛い,Q9,21,0
Q1_exp,へその辺りが痛い,Q9,21,0
Q1_exp,みぞおちが痛む,Q9,21,0
Q1_exp,お腹がいてえ,Q9,21,0
Q1_exp,はらがいてえ,Q9,21,0
Q1_exp,お腹に違和感がある,Q9,21,0
Q1_exp,お腹が腫れている,Q9,21,0
Q1_exp,胸が痛い,Q18,42,0
Q1_exp,心臓が痛い,Q18,42,0
Q1_exp,胸部が痛い,Q18,42,0
Q1_exp,肺が痛い,Q18,42,0
Q1_exp,心臓が締め付けられる,Q18,42,0
Q1_exp,胸に違和感がある,Q18,42,0
Q1_exp,心臓に違和感がある,Q18,42,0
Q1_exp,背中が痛い,Q23,74,0
Q1_exp,後ろが痛い,Q23,74,0
Q1_exp,背中がズキズキする,Q23,74,0
Q1_exp,後ろがズキズキする,Q23,74,0
Q1_exp,背中に痛みがある,Q23,74,0
Q1_exp,後ろに痛みがある,Q23,74,0
Q1_exp,背中に違和感,Q23,74,0
Q1_exp,後ろに違和感,Q23,74,0
Q1_exp,背中が腫れている,Q23,74,0
Q1_exp,後ろが腫れている,Q23,74,0
Q1_exp,呼吸困難,Q27,32,0
Q1_exp,息切れがする,Q27,32,0
Q1_exp,息が苦しい,Q27,32,0
Q1_exp,呼吸がし辛い,Q27,32,0
Q1_exp,ゼーゼーする,Q27,32,0
Q1_exp,息がし辛い,Q27,32,0
Q1_exp,呼吸が難しい,Q27,32,0
Q1_exp,息が難しい,Q27,32,0
Q1_exp,手足が痺れる,Q30,84,0
Q1_exp,手が痺れる,Q30,84,0
Q1_exp,足が痺れる,Q30,84,0
Q1_exp,手が動かない,Q30,84,0
Q1_exp,足が動かない,Q30,84,0
Q1_exp,手が動かん,Q30,84,0
Q1_exp,足が動かん,Q30,84,0
Q1_exp,指が痺れる,Q30,84,0
Q1_exp,手の甲が痛い,Q30,84,0
Q1_exp,指が痛い,Q30,84,0
Q1_exp,足首が痛い,Q30,84,0
Q1_exp,足の裏が痛い,Q30,84,0
Q1_exp,すねが痛い,Q30,84,0
Q1_exp,足の先が痛い,Q30,84,0
Q1_exp,足の裏が痺れる,Q30,84,0
Q1_exp,手がズキズキする,Q30,84,0
Q1_exp,足がズキズキする,Q30,84,0
Q1_exp,手足がズキズキする,Q30,84,0
Q1_exp,手足に違和感がある,Q30,84,0
Q1_exp,咳が出る,Q34,32,0
Q1_exp,ゴホゴホする,Q34,32,0
Q1_exp,痰が出る,Q34,32,0
Q1_exp,咳をする,Q34,32,0
Q1_exp,コンコンする,Q34,32,0
Q1_exp,咳が止まらない,Q34,32,0
Q1_exp,咳が止まらん,Q34,32,0
Q1_exp,胸焼けがする,Q37,68,0
Q1_exp,胃がムカムカする,Q37,68,0
