index,utterance,reaction
parrot,こめかみ上違和感,頭の痛みですね？
parrot,こめかみ下痛い,頭の痛みですね？
parrot,こめかみ下痛み,頭の痛みですね？
parrot,こめかみ下痛む,頭の痛みですね？
parrot,こめかみ下ズキズキする,頭の痛みですね？
parrot,こめかみ下ジンジンする,頭の痛みですね？
parrot,こめかみ下痺れる,頭の痛みですね？
parrot,こめかみ下痺れ,頭の痛みですね？
parrot,こめかみ下動かない,頭の痛みですね？
parrot,こめかみ下腫れて,頭の痛みですね？
parrot,こめかみ下締め付けられる,頭の痛みですね？
parrot,こめかみ下痛み,頭の痛みですね？
parrot,こめかみ下痺れ,頭の痛みですね？
parrot,こめかみ下腫れ,頭の痛みですね？
parrot,こめかみ下締め付け,頭の痛みですね？
parrot,こめかみ下違和感,頭の痛みですね？
parrot,おなか全体痛い,お腹の痛みですね？
parrot,おなか全体痛み,お腹の痛みですね？
parrot,おなか全体痛む,お腹の痛みですね？
parrot,おなか全体ズキズキする,お腹の痛みですね？
parrot,おなか全体ジンジンする,お腹の痛みですね？
parrot,おなか全体痺れる,お腹の痛みですね？
parrot,おなか全体痺れ,お腹の痛みですね？
parrot,おなか全体動かない,お腹の痛みですね？
parrot,おなか全体腫れて,お腹の痛みですね？
parrot,おなか全体締め付けられる,お腹の痛みですね？
parrot,おなか全体痛み,お腹の痛みですね？
parrot,おなか全体痺れ,お腹の痛みですね？
parrot,おなか全体腫れ,お腹の痛みですね？
parrot,おなか全体締め付け,お腹の痛みですね？
parrot,おなか全体違和感,お腹の痛みですね？
parrot,おなか右痛い,お腹の痛みですね？
parrot,おなか右痛み,お腹の痛みですね？
parrot,おなか右痛む,お腹の痛みですね？
parrot,おなか右ズキズキする,お腹の痛みですね？
parrot,おなか右ジンジンする,お腹の痛みですね？
parrot,おなか右痺れる,お腹の痛みですね？
parrot,おなか右痺れ,お腹の痛みですね？
parrot,おなか右動かない,お腹の痛みですね？
parrot,おなか右腫れて,お腹の痛みですね？
parrot,おなか右締め付けられる,お腹の痛みですね？
parrot,おなか右痛み,お腹の痛みですね？
parrot,おなか右痺れ,お腹の痛みですね？
parrot,おなか右腫れ,お腹の痛みですね？
parrot,おなか右締め付け,お腹の痛みですね？
parrot,おなか右違和感,お腹の痛みですね？
parrot,おなか左痛い,お腹の痛みですね？
parrot,おなか左痛み,お腹の痛みですね？
parrot,おなか左痛む,お腹の痛みですね？
parrot,おなか左ズキズキする,お腹の痛みですね？
parrot,おなか左ジンジンする,お腹の痛みですね？
parrot,おなか左痺れる,お腹の痛みですね？
parrot,おなか左痺れ,お腹の痛みですね？
parrot,おなか左動かない,お腹の痛みですね？
parrot,おなか左腫れて,お腹の痛みですね？
parrot,おなか左締め付けられる,お腹の痛みですね？
parrot,おなか左痛み,お腹の痛みですね？
parrot,おなか左痺れ,お腹の痛みですね？
parrot,おなか左腫れ,お腹の痛みですね？
parrot,おなか左締め付け,お腹の痛みですね？
parrot,おなか左違和感,お腹の痛みですね？
parrot,おなか上痛い,お腹の痛みですね？
parrot,おなか上痛み,お腹の痛みですね？
parrot,おなか上痛む,お腹の痛みですね？
parrot,おなか上ズキズキする,お腹の痛みですね？
parrot,おなか上ジンジンする,お腹の痛みですね？
parrot,おなか上痺れる,お腹の痛みですね？
parrot,おなか上痺れ,お腹の痛みですね？
parrot,おなか上動かない,お腹の痛みですね？
parrot,おなか上腫れて,お腹の痛みですね？
parrot,おなか上締め付けられる,お腹の痛みですね？
parrot,おなか上痛み,お腹の痛みですね？
parrot,おなか上痺れ,お腹の痛みですね？
parrot,おなか上腫れ,お腹の痛みですね？
parrot,おなか上締め付け,お腹の痛みですね？
parrot,おなか上違和感,お腹の痛みですね？
parrot,おなか下痛い,お腹の痛みですね？
parrot,おなか下痛み,お腹の痛みですね？
parrot,おなか下痛む,お腹の痛みですね？
parrot,おなか下ズキズキする,お腹の痛みですね？
parrot,おなか下ジンジンする,お腹の痛みですね？
parrot,おなか下痺れる,お腹の痛みですね？
parrot,おなか下痺れ,お腹の痛みですね？
parrot,おなか下動かない,お腹の痛みですね？
parrot,おなか下腫れて,お腹の痛みですね？
parrot,おなか下締め付けられる,お腹の痛みですね？
parrot,おなか下痛み,お腹の痛みですね？
parrot,おなか下痺れ,お腹の痛みですね？
parrot,おなか下腫れ,お腹の痛みですね？
parrot,おなか下締め付け,お腹の痛みですね？
parrot,おなか下違和感,お腹の痛みですね？
parrot,お腹全体痛い,お腹の痛みですね？
parrot,お腹全体痛み,お腹の痛みですね？
parrot,お腹全体痛む,お腹の痛みですね？
parrot,お腹全体ズキズキする,お腹の痛みですね？
parrot,お腹全体ジンジンする,お腹の痛みですね？
parrot,お腹全体痺れる,お腹の痛みですね？
parrot,お腹全体痺れ,お腹の痛みですね？
parrot,お腹全体動かない,お腹の痛みですね？
parrot,お腹全体腫れて,お腹の痛みですね？
parrot,お腹全体締め付けられる,お腹の痛みですね？
parrot,お腹全体痛み,お腹の痛みですね？
parrot,お腹全体痺れ,お腹の痛みですね？
parrot,お腹全体腫れ,お腹の痛みですね？
parrot,お腹全体締め付け,お腹の痛みですね？
parrot,お腹全体違和感,お腹の痛みですね？
parrot,お腹右痛い,お腹の痛みですね？
parrot,お腹右痛み,お腹の痛みですね？
parrot,お腹右痛む,お腹の痛みですね？
parrot,お腹右ズキズキする,お腹の痛みですね？
parrot,お腹右ジンジンする,お腹の痛みですね？
parrot,お腹右痺れる,お腹の痛みですね？
parrot,お腹右痺れ,お腹の痛みですね？
parrot,お腹右動かない,お腹の痛みですね？
parrot,お腹右腫れて,お腹の痛みですね？
parrot,お腹右締め付けられる,お腹の痛みですね？
parrot,お腹右痛み,お腹の痛みですね？
parrot,お腹右痺れ,お腹の痛みですね？
parrot,お腹右腫れ,お腹の痛みですね？
parrot,お腹右締め付け,お腹の痛みですね？
parrot,お腹右違和感,お腹の痛みですね？
parrot,お腹左痛い,お腹の痛みですね？
parrot,お腹左痛み,お腹の痛みですね？
parrot,お腹左痛む,お腹の痛みですね？
parrot,お腹左ズキズキする,お腹の痛みですね？
parrot,お腹左ジンジンする,お腹の痛みですね？
parrot,お腹左痺れる,お腹の痛みですね？
parrot,お腹左痺れ,お腹の痛みですね？
parrot,お腹左動かない,お腹の痛みですね？
parrot,お腹左腫れて,お腹の痛みですね？
parrot,お腹左締め付けられる,お腹の痛みですね？
parrot,お腹左痛み,お腹の痛みですね？
parrot,お腹左痺れ,お腹の痛みですね？
parrot,お腹左腫れ,お腹の痛みですね？
parrot,お腹左締め付け,お腹の痛みですね？
parrot,お腹左違和感,お腹の痛みですね？
parrot,お腹上痛い,お腹の痛みですね？
parrot,お腹上痛み,お腹の痛みですね？
parrot,お腹上痛む,お腹の痛みですね？
parrot,お腹上ズキズキする,お腹の痛みですね？
parrot,お腹上ジンジンする,お腹の痛みですね？
parrot,お腹上痺れる,お腹の痛みですね？
parrot,お腹上痺れ,お腹の痛みですね？
parrot,お腹上動かない,お腹の痛みですね？
parrot,お腹上腫れて,お腹の痛みですね？
parrot,お腹上締め付けられる,お腹の痛みですね？
parrot,お腹上痛み,お腹の痛みですね？
parrot,お腹上痺れ,お腹の痛みですね？
parrot,お腹上腫れ,お腹の痛みですね？
parrot,お腹上締め付け,お腹の痛みですね？
parrot,お腹上違和感,お腹の痛みですね？
parrot,お腹下痛い,お腹の痛みですね？
parrot,お腹下痛み,お腹の痛みですね？
parrot,お腹下痛む,お腹の痛みですね？
parrot,お腹下ズキズキする,お腹の痛みですね？
parrot,お腹下ジンジンする,お腹の痛みですね？
parrot,お腹下痺れる,お腹の痛みですね？
parrot,お腹下痺れ,お腹の痛みですね？
parrot,お腹下動かない,お腹の痛みですね？
parrot,お腹下腫れて,お腹の痛みですね？
parrot,お腹下締め付けられる,お腹の痛みですね？
parrot,お腹下痛み,お腹の痛みですね？
parrot,お腹下痺れ,お腹の痛みですね？
parrot,お腹下腫れ,お腹の痛みですね？
parrot,お腹下締め付け,お腹の痛みですね？
parrot,お腹下違和感,お腹の痛みですね？
parrot,腹全体痛い,お腹の痛みですね？
parrot,腹全体痛み,お腹の痛みですね？
parrot,腹全体痛む,お腹の痛みですね？
parrot,腹全体ズキズキする,お腹の痛みですね？
parrot,腹全体ジンジンする,お腹の痛みですね？
parrot,腹全体痺れる,お腹の痛みですね？
parrot,腹全体痺れ,お腹の痛みですね？
parrot,腹全体動かない,お腹の痛みですね？
parrot,腹全体腫れて,お腹の痛みですね？
parrot,腹全体締め付けられる,お腹の痛みですね？
parrot,腹全体痛み,お腹の痛みですね？
parrot,腹全体痺れ,お腹の痛みですね？
parrot,腹全体腫れ,お腹の痛みですね？
parrot,腹全体締め付け,お腹の痛みですね？
parrot,腹全体違和感,お腹の痛みですね？
parrot,腹右痛い,お腹の痛みですね？
parrot,腹右痛み,お腹の痛みですね？
parrot,腹右痛む,お腹の痛みですね？
parrot,腹右ズキズキする,お腹の痛みですね？
parrot,腹右ジンジンする,お腹の痛みですね？
parrot,腹右痺れる,お腹の痛みですね？
parrot,腹右痺れ,お腹の痛みですね？
parrot,腹右動かない,お腹の痛みですね？
parrot,腹右腫れて,お腹の痛みですね？
parrot,腹右締め付けられる,お腹の痛みですね？
parrot,腹右痛み,お腹の痛みですね？
parrot,腹右痺れ,お腹の痛みですね？
parrot,腹右腫れ,お腹の痛みですね？
parrot,腹右締め付け,お腹の痛みですね？
parrot,腹右違和感,お腹の痛みですね？
parrot,腹左痛い,お腹の痛みですね？
parrot,腹左痛み,お腹の痛みですね？
parrot,腹左痛む,お腹の痛みですね？
parrot,腹左ズキズキする,お腹の痛みですね？
parrot,腹左ジンジンする,お腹の痛みですね？
parrot,腹左痺れる,お腹の痛みですね？
parrot,腹左痺れ,お腹の痛みですね？
parrot,腹左動かない,お腹の痛みですね？
parrot,腹左腫れて,お腹の痛みですね？
parrot,腹左締め付けられる,お腹の痛みですね？
parrot,腹左痛み,お腹の痛みですね？
parrot,腹左痺れ,お腹の痛みですね？
parrot,腹左腫れ,お腹の痛みですね？
parrot,腹左締め付け,お腹の痛みですね？
parrot,腹左違和感,お腹の痛みですね？
parrot,腹上痛い,お腹の痛みですね？
parrot,腹上痛み,お腹の痛みですね？
parrot,腹上痛む,お腹の痛みですね？
parrot,腹上ズキズキする,お腹の痛みですね？
parrot,腹上ジンジンする,お腹の痛みですね？
parrot,腹上痺れる,お腹の痛みですね？
parrot,腹上痺れ,お腹の痛みですね？
parrot,腹上動かない,お腹の痛みですね？
parrot,腹上腫れて,お腹の痛みですね？
parrot,腹上締め付けられる,お腹の痛みですね？
parrot,腹上痛み,お腹の痛みですね？
parrot,腹上痺れ,お腹の痛みですね？
parrot,腹上腫れ,お腹の痛みですね？
parrot,腹上締め付け,お腹の痛みですね？
parrot,腹上違和感,お腹の痛みですね？
parrot,腹下痛い,お腹の痛みですね？
parrot,腹下痛み,お腹の痛みですね？
parrot,腹下痛む,お腹の痛みですね？
parrot,腹下ズキズキする,お腹の痛みですね？
parrot,腹下ジンジンする,お腹の痛みですね？
parrot,腹下痺れる,お腹の痛みですね？
parrot,腹下痺れ,お腹の痛みですね？
parrot,腹下動かない,お腹の痛みですね？
parrot,腹下腫れて,お腹の痛みですね？
parrot,腹下締め付けられる,お腹の痛みですね？
parrot,腹下痛み,お腹の痛みですね？
parrot,腹下痺れ,お腹の痛みですね？
parrot,腹下腫れ,お腹の痛みですね？
parrot,腹下締め付け,お腹の痛みですね？
parrot,腹下違和感,お腹の痛みですね？
parrot,はら全体痛い,お腹の痛みですね？
parrot,はら全体痛み,お腹の痛みですね？
parrot,はら全体痛む,お腹の痛みですね？
parrot,はら全体ズキズキする,お腹の痛みですね？
parrot,はら全体ジンジンする,お腹の痛みですね？
parrot,はら全体痺れる,お腹の痛みですね？
parrot,はら全体痺れ,お腹の痛みですね？
parrot,はら全体動かない,お腹の痛みですね？
parrot,はら全体腫れて,お腹の痛みですね？
parrot,はら全体締め付けられる,お腹の痛みですね？
parrot,はら全体痛み,お腹の痛みですね？
parrot,はら全体痺れ,お腹の痛みですね？
parrot,はら全体腫れ,お腹の痛みですね？
parrot,はら全体締め付け,お腹の痛みですね？
parrot,はら全体違和感,お腹の痛みですね？
parrot,はら右痛い,お腹の痛みですね？
parrot,はら右痛み,お腹の痛みですね？
parrot,はら右痛む,お腹の痛みですね？
parrot,はら右ズキズキする,お腹の痛みですね？
parrot,はら右ジンジンする,お腹の痛みですね？
parrot,はら右痺れる,お腹の痛みですね？
parrot,はら右痺れ,お腹の痛みですね？
parrot,はら右動かない,お腹の痛みですね？
parrot,はら右腫れて,お腹の痛みですね？
parrot,はら右締め付けられる,お腹の痛みですね？
parrot,はら右痛み,お腹の痛みですね？
parrot,はら右痺れ,お腹の痛みですね？
parrot,はら右腫れ,お腹の痛みですね？
parrot,はら右締め付け,お腹の痛みですね？
parrot,はら右違和感,お腹の痛みですね？
parrot,はら左痛い,お腹の痛みですね？
parrot,はら左痛み,お腹の痛みですね？
parrot,はら左痛む,お腹の痛みですね？
parrot,はら左ズキズキする,お腹の痛みですね？
parrot,はら左ジンジンする,お腹の痛みですね？
parrot,はら左痺れる,お腹の痛みですね？
parrot,はら左痺れ,お腹の痛みですね？
parrot,はら左動かない,お腹の痛みですね？
parrot,はら左腫れて,お腹の痛みですね？
parrot,はら左締め付けられる,お腹の痛みですね？
parrot,はら左痛み,お腹の痛みですね？
parrot,はら左痺れ,お腹の痛みですね？
parrot,はら左腫れ,お腹の痛みですね？
parrot,はら左締め付け,お腹の痛みですね？
parrot,はら左違和感,お腹の痛みですね？
parrot,はら上痛い,お腹の痛みですね？
parrot,はら上痛み,お腹の痛みですね？
parrot,はら上痛む,お腹の痛みですね？
parrot,はら上ズキズキする,お腹の痛みですね？
parrot,はら上ジンジンする,お腹の痛みですね？
parrot,はら上痺れる,お腹の痛みですね？
parrot,はら上痺れ,お腹の痛みですね？
parrot,はら上動かない,お腹の痛みですね？
parrot,はら上腫れて,お腹の痛みですね？
parrot,はら上締め付けられる,お腹の痛みですね？
parrot,はら上痛み,お腹の痛みですね？
parrot,はら上痺れ,お腹の痛みですね？
parrot,はら上腫れ,お腹の痛みですね？
parrot,はら上締め付け,お腹の痛みですね？
parrot,はら上違和感,お腹の痛みですね？
parrot,はら下痛い,お腹の痛みですね？
parrot,はら下痛み,お腹の痛みですね？
parrot,はら下痛む,お腹の痛みですね？
parrot,はら下ズキズキする,お腹の痛みですね？
parrot,はら下ジンジンする,お腹の痛みですね？
parrot,はら下痺れる,お腹の痛みですね？
parrot,はら下痺れ,お腹の痛みですね？
parrot,はら下動かない,お腹の痛みですね？
parrot,はら下腫れて,お腹の痛みですね？
parrot,はら下締め付けられる,お腹の痛みですね？
parrot,はら下痛み,お腹の痛みですね？
parrot,はら下痺れ,お腹の痛みですね？
parrot,はら下腫れ,お腹の痛みですね？
parrot,はら下締め付け,お腹の痛みですね？
parrot,はら下違和感,お腹の痛みですね？
parrot,胸全体痛い,胸の痛みですね？
parrot,胸全体痛み,胸の痛みですね？
parrot,胸全体痛む,胸の痛みですね？
parrot,胸全体ズキズキする,胸の痛みですね？
parrot,胸全体ジンジンする,胸の痛みですね？
parrot,胸全体痺れる,胸の痛みですね？
parrot,胸全体痺れ,胸の痛みですね？
parrot,胸全体動かない,胸の痛みですね？
parrot,胸全体腫れて,胸の痛みですね？
parrot,胸全体締め付けられる,胸の痛みですね？
parrot,胸全体痛み,胸の痛みですね？
parrot,胸全体痺れ,胸の痛みですね？
parrot,胸全体腫れ,胸の痛みですね？
parrot,胸全体締め付け,胸の痛みですね？
parrot,胸全体違和感,胸の痛みですね？
parrot,胸右痛い,胸の痛みですね？
parrot,胸右痛み,胸の痛みですね？
parrot,胸右痛む,胸の痛みですね？
parrot,胸右ズキズキする,胸の痛みですね？
parrot,胸右ジンジンする,胸の痛みですね？
parrot,胸右痺れる,胸の痛みですね？
parrot,胸右痺れ,胸の痛みですね？
parrot,胸右動かない,胸の痛みですね？
parrot,胸右腫れて,胸の痛みですね？
parrot,胸右締め付けられる,胸の痛みですね？
parrot,胸右痛み,胸の痛みですね？
parrot,胸右痺れ,胸の痛みですね？
parrot,胸右腫れ,胸の痛みですね？
parrot,胸右締め付け,胸の痛みですね？
parrot,胸右違和感,胸の痛みですね？
parrot,胸左痛い,胸の痛みですね？
parrot,胸左痛み,胸の痛みですね？
parrot,胸左痛む,胸の痛みですね？
parrot,胸左ズキズキする,胸の痛みですね？
parrot,胸左ジンジンする,胸の痛みですね？
parrot,胸左痺れる,胸の痛みですね？
parrot,胸左痺れ,胸の痛みですね？
parrot,胸左動かない,胸の痛みですね？
parrot,胸左腫れて,胸の痛みですね？
parrot,胸左締め付けられる,胸の痛みですね？
parrot,胸左痛み,胸の痛みですね？
parrot,胸左痺れ,胸の痛みですね？
parrot,胸左腫れ,胸の痛みですね？
parrot,胸左締め付け,胸の痛みですね？
parrot,胸左違和感,胸の痛みですね？
parrot,胸上痛い,胸の痛みですね？
parrot,胸上痛み,胸の痛みですね？
parrot,胸上痛む,胸の痛みですね？
parrot,胸上ズキズキする,胸の痛みですね？
parrot,胸上ジンジンする,胸の痛みですね？
parrot,胸上痺れる,胸の痛みですね？
parrot,胸上痺れ,胸の痛みですね？
parrot,胸上動かない,胸の痛みですね？
parrot,胸上腫れて,胸の痛みですね？
parrot,胸上締め付けられる,胸の痛みですね？
parrot,胸上痛み,胸の痛みですね？
parrot,胸上痺れ,胸の痛みですね？
parrot,胸上腫れ,胸の痛みですね？
parrot,胸上締め付け,胸の痛みですね？
parrot,胸上違和感,胸の痛みですね？
parrot,胸下痛い,胸の痛みですね？
parrot,胸下痛み,胸の痛みですね？
parrot,胸下痛む,胸の痛みですね？
parrot,胸下ズキズキする,胸の痛みですね？
parrot,胸下ジンジンする,胸の痛みですね？
parrot,胸下痺れる,胸の痛みですね？
parrot,胸下痺れ,胸の痛みですね？
parrot,胸下動かない,胸の痛みですね？
parrot,胸下腫れて,胸の痛みですね？
parrot,胸下締め付けられる,胸の痛みですね？
parrot,胸下痛み,胸の痛みですね？
parrot,胸下痺れ,胸の痛みですね？
parrot,胸下腫れ,胸の痛みですね？
parrot,胸下締め付け,胸の痛みですね？
parrot,胸下違和感,胸の痛みですね？
parrot,胸部全体痛い,胸の痛みですね？
parrot,胸部全体痛み,胸の痛みですね？
parrot,胸部全体痛む,胸の痛みですね？
parrot,胸部全体ズキズキする,胸の痛みですね？
parrot,胸部全体ジンジンする,胸の痛みですね？
parrot,胸部全体痺れる,胸の痛みですね？
parrot,胸部全体痺れ,胸の痛みですね？
parrot,胸部全体動かない,胸の痛みですね？
parrot,胸部全体腫れて,胸の痛みですね？
parrot,胸部全体締め付けられる,胸の痛みですね？
parrot,胸部全体痛み,胸の痛みですね？
parrot,胸部全体痺れ,胸の痛みですね？
parrot,胸部全体腫れ,胸の痛みですね？
parrot,胸部全体締め付け,胸の痛みですね？
parrot,胸部全体違和感,胸の痛みですね？
parrot,胸部右痛い,胸の痛みですね？
parrot,胸部右痛み,胸の痛みですね？
parrot,胸部右痛む,胸の痛みですね？
parrot,胸部右ズキズキする,胸の痛みですね？
parrot,胸部右ジンジンする,胸の痛みですね？
parrot,胸部右痺れる,胸の痛みですね？
parrot,胸部右痺れ,胸の痛みですね？
parrot,胸部右動かない,胸の痛みですね？
parrot,胸部右腫れて,胸の痛みですね？
parrot,胸部右締め付けられる,胸の痛みですね？
parrot,胸部右痛み,胸の痛みですね？
parrot,胸部右痺れ,胸の痛みですね？
parrot,胸部右腫れ,胸の痛みですね？
parrot,胸部右締め付け,胸の痛みですね？
parrot,胸部右違和感,胸の痛みですね？
parrot,胸部左痛い,胸の痛みですね？
parrot,胸部左痛み,胸の痛みですね？
parrot,胸部左痛む,胸の痛みですね？
parrot,胸部左ズキズキする,胸の痛みですね？
parrot,胸部左ジンジンする,胸の痛みですね？
parrot,胸部左痺れる,胸の痛みですね？
parrot,胸部左痺れ,胸の痛みですね？
parrot,胸部左動かない,胸の痛みですね？
parrot,胸部左腫れて,胸の痛みですね？
parrot,胸部左締め付けられる,胸の痛みですね？
parrot,胸部左痛み,胸の痛みですね？
parrot,胸部左痺れ,胸の痛みですね？
parrot,胸部左腫れ,胸の痛みですね？
parrot,胸部左締め付け,胸の痛みですね？
parrot,胸部左違和感,胸の痛みですね？
parrot,胸部上痛い,胸の痛みですね？
parrot,胸部上痛み,胸の痛みですね？
parrot,胸部上痛む,胸の痛みですね？
parrot,胸部上ズキズキする,胸の痛みですね？
parrot,胸部上ジンジンする,胸の痛みですね？
parrot,胸部上痺れる,胸の痛みですね？
parrot,胸部上痺れ,胸の痛みですね？
parrot,胸部上動かない,胸の痛みですね？
parrot,胸部上腫れて,胸の痛みですね？
parrot,胸部上締め付けられる,胸の痛みですね？
parrot,胸部上痛み,胸の痛みですね？
parrot,胸部上痺れ,胸の痛みですね？
parrot,胸部上腫れ,胸の痛みですね？
parrot,胸部上締め付け,胸の痛みですね？
parrot,胸部上違和感,胸の痛みですね？
parrot,胸部下痛い,胸の痛みですね？
parrot,胸部下痛み,胸の痛みですね？
parrot,胸部下痛む,胸の痛みですね？
parrot,胸部下ズキズキする,胸の痛みですね？
parrot,胸部下ジンジンする,胸の痛みですね？
parrot,胸部下痺れる,胸の痛みですね？
parrot,胸部下痺れ,胸の痛みですね？
parrot,胸部下動かない,胸の痛みですね？
parrot,胸部下腫れて,胸の痛みですね？
parrot,胸部下締め付けられる,胸の痛みですね？
parrot,胸部下痛み,胸の痛みですね？
parrot,胸部下痺れ,胸の痛みですね？
parrot,胸部下腫れ,胸の痛みですね？
parrot,胸部下締め付け,胸の痛みですね？
parrot,胸部下違和感,胸の痛みですね？
parrot,心臓全体痛い,胸の痛みですね？
parrot,心臓全体痛み,胸の痛みですね？
parrot,心臓全体痛む,胸の痛みですね？
parrot,心臓全体ズキズキする,胸の痛みですね？
parrot,心臓全体ジンジンする,胸の痛みですね？
parrot,心臓全体痺れる,胸の痛みですね？
parrot,心臓全体痺れ,胸の痛みですね？
parrot,心臓全体動かない,胸の痛みですね？
parrot,心臓全体腫れて,胸の痛みですね？
parrot,心臓全体締め付けられる,胸の痛みですね？
parrot,心臓全体痛み,胸の痛みですね？
parrot,心臓全体痺れ,胸の痛みですね？
parrot,心臓全体腫れ,胸の痛みですね？
parrot,心臓全体締め付け,胸の痛みですね？
parrot,心臓全体違和感,胸の痛みですね？
parrot,心臓右痛い,胸の痛みですね？
parrot,心臓右痛み,胸の痛みですね？
parrot,心臓右痛む,胸の痛みですね？
parrot,心臓右ズキズキする,胸の痛みですね？
parrot,心臓右ジンジンする,胸の痛みですね？
parrot,心臓右痺れる,胸の痛みですね？
parrot,心臓右痺れ,胸の痛みですね？
parrot,心臓右動かない,胸の痛みですね？
parrot,心臓右腫れて,胸の痛みですね？
parrot,心臓右締め付けられる,胸の痛みですね？
parrot,心臓右痛み,胸の痛みですね？
parrot,心臓右痺れ,胸の痛みですね？
parrot,心臓右腫れ,胸の痛みですね？
parrot,心臓右締め付け,胸の痛みですね？
parrot,心臓右違和感,胸の痛みですね？
parrot,心臓左痛い,胸の痛みですね？
parrot,心臓左痛み,胸の痛みですね？
parrot,心臓左痛む,胸の痛みですね？
parrot,心臓左ズキズキする,胸の痛みですね？
parrot,心臓左ジンジンする,胸の痛みですね？
parrot,心臓左痺れる,胸の痛みですね？
parrot,心臓左痺れ,胸の痛みですね？
parrot,心臓左動かない,胸の痛みですね？
parrot,心臓左腫れて,胸の痛みですね？
parrot,心臓左締め付けられる,胸の痛みですね？
parrot,心臓左痛み,胸の痛みですね？
parrot,心臓左痺れ,胸の痛みですね？
parrot,心臓左腫れ,胸の痛みですね？
parrot,心臓左締め付け,胸の痛みですね？
parrot,心臓左違和感,胸の痛みですね？
parrot,心臓上痛い,胸の痛みですね？
parrot,心臓上痛み,胸の痛みですね？
parrot,心臓上痛む,胸の痛みですね？
parrot,心臓上ズキズキする,胸の痛みですね？
parrot,心臓上ジンジンする,胸の痛みですね？
parrot,心臓上痺れる,胸の痛みですね？
parrot,心臓上痺れ,胸の痛みですね？
parrot,心臓上動かない,胸の痛みですね？
parrot,心臓上腫れて,胸の痛みですね？
parrot,心臓上締め付けられる,胸の痛みですね？
parrot,心臓上痛み,胸の痛みですね？
parrot,心臓上痺れ,胸の痛みですね？
parrot,心臓上腫れ,胸の痛みですね？
parrot,心臓上締め付け,胸の痛みですね？
parrot,心臓上違和感,胸の痛みですね？
parrot,心臓下痛い,胸の痛みですね？
parrot,心臓下痛み,胸の痛みですね？
parrot,心臓下痛む,胸の痛みですね？
parrot,心臓下ズキズキする,胸の痛みですね？
parrot,心臓下ジンジンする,胸の痛みですね？
parrot,心臓下痺れる,胸の痛みですね？
parrot,心臓下痺れ,胸の痛みですね？
parrot,心臓下動かない,胸の痛みですね？
parrot,心臓下腫れて,胸の痛みですね？
parrot,心臓下締め付けられる,胸の痛みですね？
parrot,心臓下痛み,胸の痛みですね？
parrot,心臓下痺れ,胸の痛みですね？
parrot,心臓下腫れ,胸の痛みですね？
parrot,心臓下締め付け,胸の痛みですね？
parrot,心臓下違和感,胸の痛みですね？
parrot,手全体痛い,手足の痺れですね？
parrot,手全体痛み,手足の痺れですね？
parrot,手全体痛む,手足の痺れですね？
parrot,手全体ズキズキする,手足の痺れですね？
parrot,手全体ジンジンする,手足の痺れですね？
parrot,手全体痺れる,手足の痺れですね？
parrot,手全体痺れ,手足の痺れですね？
parrot,手全体動かない,手足の痺れですね？
parrot,手全体腫れて,手足の痺れですね？
parrot,手全体締め付けられる,手足の痺れですね？
parrot,手全体痛み,手足の痺れですね？
parrot,手全体痺れ,手足の痺れですね？
parrot,手全体腫れ,手足の痺れですね？
parrot,手全体締め付け,手足の痺れですね？
parrot,手全体違和感,手足の痺れですね？
parrot,手右痛い,手足の痺れですね？
parrot,手右痛み,手足の痺れですね？
parrot,手右痛む,手足の痺れですね？
parrot,手右ズキズキする,手足の痺れですね？
parrot,手右ジンジンする,手足の痺れですね？
parrot,手右痺れる,手足の痺れですね？
parrot,手右痺れ,手足の痺れですね？
parrot,手右動かない,手足の痺れですね？
parrot,手右腫れて,手足の痺れですね？
parrot,手右締め付けられる,手足の痺れですね？
parrot,手右痛み,手足の痺れですね？
parrot,手右痺れ,手足の痺れですね？
parrot,手右腫れ,手足の痺れですね？
parrot,手右締め付け,手足の痺れですね？
parrot,手右違和感,手足の痺れですね？
parrot,手左痛い,手足の痺れですね？
parrot,手左痛み,手足の痺れですね？
parrot,手左痛む,手足の痺れですね？
parrot,手左ズキズキする,手足の痺れですね？
parrot,手左ジンジンする,手足の痺れですね？
parrot,手左痺れる,手足の痺れですね？
parrot,手左痺れ,手足の痺れですね？
parrot,手左動かない,手足の痺れですね？
parrot,手左腫れて,手足の痺れですね？
parrot,手左締め付けられる,手足の痺れですね？
parrot,手左痛み,手足の痺れですね？
parrot,手左痺れ,手足の痺れですね？
parrot,手左腫れ,手足の痺れですね？
parrot,手左締め付け,手足の痺れですね？
parrot,手左違和感,手足の痺れですね？
parrot,手上痛い,手足の痺れですね？
parrot,手上痛み,手足の痺れですね？
parrot,手上痛む,手足の痺れですね？
parrot,手上ズキズキする,手足の痺れですね？
parrot,手上ジンジンする,手足の痺れですね？
parrot,手上痺れる,手足の痺れですね？
parrot,手上痺れ,手足の痺れですね？
parrot,手上動かない,手足の痺れですね？
parrot,手上腫れて,手足の痺れですね？
parrot,手上締め付けられる,手足の痺れですね？
parrot,手上痛み,手足の痺れですね？
parrot,手上痺れ,手足の痺れですね？
parrot,手上腫れ,手足の痺れですね？
parrot,手上締め付け,手足の痺れですね？
parrot,手上違和感,手足の痺れですね？
parrot,手下痛い,手足の痺れですね？
parrot,手下痛み,手足の痺れですね？
parrot,手下痛む,手足の痺れですね？
